"Gene_name" "chromosome" "start" "end" "biotype" "band"
"NCCRP1" "19" 39687601 39692524 "protein_coding" "19:q13.2"
"SYCN" "19" 39693471 39694906 "protein_coding" "19:q13.2"
"IFNL3" "19" 39734246 39735646 "protein_coding" "19:q13.2"
"IFNL2" "19" 39759154 39760732 "protein_coding" "19:q13.2"
"IFNL1" "19" 39786965 39789313 "protein_coding" "19:q13.2"
"LRFN1" "19" 39797208 39805976 "protein_coding" "19:q13.2"
"GMFG" "19" 39818993 39833012 "protein_coding" "19:q13.2"
"SAMD4B" "19" 39833036 39876350 "protein_coding" "19:q13.2"
"PAF1" "19" 39876492 39881835 "protein_coding" "19:q13.2"
"MED29" "19" 39881943 39891277 "protein_coding" "19:q13.2"
"ZFP36" "19" 39897453 39900052 "protein_coding" "19:q13.2"
"PLEKHG2" "19" 39903225 39919054 "protein_coding" "19:q13.2"
"RPS16" "19" 39923847 39926588 "protein_coding" "19:q13.2"
"SUPT5H" "19" 39926796 39967310 "protein_coding" "19:q13.2"
"AC011500.1" "19" 39930212 39932082 "protein_coding" "19:q13.2"
"TIMM50" "19" 39971052 39984422 "protein_coding" "19:q13.2"
"DLL3" "19" 39989535 39999121 "protein_coding" "19:q13.2"
"SELV" "19" 40005753 40011326 "protein_coding" "19:q13.2"
"EID2B" "19" 40021630 40023494 "protein_coding" "19:q13.2"
"EID2" "19" 40028890 40030870 "protein_coding" "19:q13.2"
"LGALS13" "19" 40093164 40098116 "protein_coding" "19:q13.2"
"LGALS16" "19" 40146534 40151287 "protein_coding" "19:q13.2"
"LGALS14" "19" 40194946 40200084 "protein_coding" "19:q13.2"
"CLC" "19" 40221890 40228668 "protein_coding" "19:q13.2"
"LEUTX" "19" 40267235 40276775 "protein_coding" "19:q13.2"
"DYRK1B" "19" 40315990 40324841 "protein_coding" "19:q13.2"
"FBL" "19" 40325098 40337054 "protein_coding" "19:q13.2"
"FCGBP" "19" 40353963 40440533 "protein_coding" "19:q13.2"
"PSMC4" "19" 40476912 40487348 "protein_coding" "19:q13.2"
"ZNF546" "19" 40490041 40523514 "protein_coding" "19:q13.2"
"ZNF780B" "19" 40534167 40562116 "protein_coding" "19:q13.2"
"ZNF780A" "19" 40575059 40596845 "protein_coding" "19:q13.2"
"MAP3K10" "19" 40697651 40721482 "protein_coding" "19:q13.2"
"TTC9B" "19" 40721965 40724306 "protein_coding" "19:q13.2"
"CNTD2" "19" 40728115 40732597 "protein_coding" "19:q13.2"
"AKT2" "19" 40736224 40791443 "protein_coding" "19:q13.2"
"C19orf47" "19" 40825443 40854434 "protein_coding" "19:q13.2"
"PLD3" "19" 40854363 40886346 "protein_coding" "19:q13.2"
"HIPK4" "19" 40885178 40896094 "protein_coding" "19:q13.2"
"PRX" "19" 40899675 40919273 "protein_coding" "19:q13.2"
"SERTAD1" "19" 40927499 40931932 "protein_coding" "19:q13.2"
"SERTAD3" "19" 40946751 40950612 "protein_coding" "19:q13.2"
"BLVRB" "19" 40953696 40971747 "protein_coding" "19:q13.2"
"SPTBN4" "19" 40972148 41082370 "protein_coding" "19:q13.2"
"SHKBP1" "19" 41082757 41097305 "protein_coding" "19:q13.2"
"LTBP4" "19" 41098789 41135725 "protein_coding" "19:q13.2"
"NUMBL" "19" 41172596 41196877 "protein_coding" "19:q13.2"
"ADCK4" "19" 41197434 41224112 "protein_coding" "19:q13.2"
"ITPKC" "19" 41223008 41246765 "protein_coding" "19:q13.2"
"C19orf54" "19" 41246761 41257458 "protein_coding" "19:q13.2"
"SNRPA" "19" 41256542 41271294 "protein_coding" "19:q13.2"
"MIA-RAB4B" "19" 41277553 41292590 "protein_coding" "19:q13.2"
"MIA" "19" 41277553 41283395 "protein_coding" "19:q13.2"
"RAB4B" "19" 41284121 41302847 "protein_coding" "19:q13.2"
"RAB4B-EGLN2" "19" 41284147 41314103 "protein_coding" "19:q13.2"
"EGLN2" "19" 41304901 41314338 "protein_coding" "19:q13.2"
"CTC-490E21.12" "19" 41307202 41404187 "protein_coding" "19:q13.2"
"CYP2A6" "19" 41349443 41356352 "protein_coding" "19:q13.2"
"CYP2A7" "19" 41381344 41388657 "protein_coding" "19:q13.2"
"CYP2B6" "19" 41497204 41524303 "protein_coding" "19:q13.2"
"CYP2A13" "19" 41594377 41602100 "protein_coding" "19:q13.2"
"CYP2F1" "19" 41620337 41634271 "protein_coding" "19:q13.2"
"CYP2S1" "19" 41698954 41713444 "protein_coding" "19:q13.2"
"AXL" "19" 41725108 41767671 "protein_coding" "19:q13.2"
"HNRNPUL1" "19" 41768401 41813503 "protein_coding" "19:q13.2"
"TGFB1" "19" 41807492 41859816 "protein_coding" "19:q13.2"
"CCDC97" "19" 41816094 41830788 "protein_coding" "19:q13.2"
"CTC-435M10.3" "19" 41856758 41930906 "protein_coding" "19:q13.2"
"TMEM91" "19" 41856816 41889988 "protein_coding" "19:q13.2"
"B9D2" "19" 41860326 41870078 "protein_coding" "19:q13.2"
"BCKDHA" "19" 41884215 41930910 "protein_coding" "19:q13.2"
"EXOSC5" "19" 41892279 41903384 "protein_coding" "19:q13.2"
"B3GNT8" "19" 41931264 41934635 "protein_coding" "19:q13.2"
"ATP5SL" "19" 41937223 41946622 "protein_coding" "19:q13.2"
"C19orf69" "19" 41949063 41950670 "protein_coding" "19:q13.2"
"CEACAM21" "19" 42055886 42093197 "protein_coding" "19:q13.2"
"CEACAM4" "19" 42125344 42133442 "protein_coding" "19:q13.2"
"CEACAM7" "19" 42177235 42210895 "protein_coding" "19:q13.2"
"CEACAM5" "19" 42212504 42233718 "protein_coding" "19:q13.2"
"CEA" "19" 42212531 42265190 "protein_coding" "19:q13.2"
"CEACAM6" "19" 42254885 42276113 "protein_coding" "19:q13.2"
"CEACAM3" "19" 42300369 42315591 "protein_coding" "19:q13.2"
"LYPD4" "19" 42341148 42348760 "protein_coding" "19:q13.2"
"DMRTC2" "19" 42348806 42356401 "protein_coding" "19:q13.2"
"RPS19" "19" 42363988 42376994 "protein_coding" "19:q13.2"
"CD79A" "19" 42381190 42385439 "protein_coding" "19:q13.2"
"ARHGEF1" "19" 42387228 42434302 "protein_coding" "19:q13.2"
"RABAC1" "19" 42460833 42463542 "protein_coding" "19:q13.2"
"ATP1A3" "19" 42470734 42501649 "protein_coding" "19:q13.2"
"GRIK5" "19" 42502473 42573650 "protein_coding" "19:q13.2"
"ZNF574" "19" 42572629 42585701 "protein_coding" "19:q13.2"
"POU2F2" "19" 42590263 42700737 "protein_coding" "19:q13.2"
"DEDD2" "19" 42702750 42724292 "protein_coding" "19:q13.2"
"ZNF526" "19" 42724423 42732353 "protein_coding" "19:q13.2"
"GSK3A" "19" 42734338 42746777 "protein_coding" "19:q13.2"
"AC006486.9" "19" 42738735 42759284 "protein_coding" "19:q13.2"
"AC006486.1" "19" 42746927 42749125 "protein_coding" "19:q13.2"
"ERF" "19" 42751724 42759309 "protein_coding" "19:q13.2"
"CIC" "19" 42772689 42799949 "protein_coding" "19:q13.2"
"PAFAH1B3" "19" 42801185 42807698 "protein_coding" "19:q13.2"
"PRR19" "19" 42806250 42814973 "protein_coding" "19:q13.2"
"TMEM145" "19" 42817477 42829214 "protein_coding" "19:q13.2"
"MEGF8" "19" 42829761 42882921 "protein_coding" "19:q13.2"
"CNFN" "19" 42891171 42894439 "protein_coding" "19:q13.2"
"LIPE" "19" 42905659 42931578 "protein_coding" "19:q13.2"
"CXCL17" "19" 42932440 42947200 "protein_coding" "19:q13.2"
"CEACAM1" "19" 43011456 43065386 "protein_coding" "19:q13.2"
"CEACAM8" "19" 43084393 43099207 "protein_coding" "19:q13.2"
"PSG3" "19" 43225790 43244721 "protein_coding" "19:q13.2"
"PSG8" "19" 43256838 43359843 "protein_coding" "19:q13.2"
"PSG1" "19" 43370616 43383974 "protein_coding" "19:q13.2"
"PSG6" "19" 43406231 43423715 "protein_coding" "19:q13.31"
"PSG11" "19" 43511808 43530664 "protein_coding" "19:q13.31"
"PSG2" "19" 43568363 43587197 "protein_coding" "19:q13.31"
"PSG5" "19" 43670408 43690688 "protein_coding" "19:q13.31"
"PSG4" "19" 43696854 43711451 "protein_coding" "19:q13.31"
"PSG9" "19" 43715943 43773682 "protein_coding" "19:q13.31"
"TEX101" "19" 43905648 43922763 "protein_coding" "19:q13.31"
"LYPD3" "19" 43964939 43969812 "protein_coding" "19:q13.31"
"PHLDB3" "19" 43979106 44009087 "protein_coding" "19:q13.31"
"ETHE1" "19" 44010871 44031396 "protein_coding" "19:q13.31"
"ZNF575" "19" 44029649 44040282 "protein_coding" "19:q13.31"
"XRCC1" "19" 44047192 44084625 "protein_coding" "19:q13.31"
"L34079.2" "19" 44058844 44097188 "protein_coding" "19:q13.31"
"PINLYP" "19" 44080952 44088116 "protein_coding" "19:q13.31"
"IRGQ" "19" 44088521 44100287 "protein_coding" "19:q13.31"
"ZNF576" "19" 44100544 44105309 "protein_coding" "19:q13.31"
"SRRM5" "19" 44100769 44118649 "protein_coding" "19:q13.31"
"ZNF428" "19" 44111371 44124026 "protein_coding" "19:q13.31"
"CADM4" "19" 44126520 44143991 "protein_coding" "19:q13.31"
"PLAUR" "19" 44150247 44174699 "protein_coding" "19:q13.31"
"IRGC" "19" 44220162 44224173 "protein_coding" "19:q13.31"
"SMG9" "19" 44235301 44259142 "protein_coding" "19:q13.31"
"KCNN4" "19" 44270685 44285409 "protein_coding" "19:q13.31"
"LYPD5" "19" 44300081 44331358 "protein_coding" "19:q13.31"
"ZNF283" "19" 44331444 44353307 "protein_coding" "19:q13.31"
"ZNF404" "19" 44376515 44405537 "protein_coding" "19:q13.31"
"ZNF45" "19" 44416781 44439430 "protein_coding" "19:q13.31"
"ZNF221" "19" 44455375 44471861 "protein_coding" "19:q13.31"
"ZNF155" "19" 44472014 44502477 "protein_coding" "19:q13.31"
"ZNF230" "19" 44507100 44518078 "protein_coding" "19:q13.31"
"ZNF222" "19" 44529494 44537265 "protein_coding" "19:q13.31"
"ZNF223" "19" 44529506 44591471 "protein_coding" "19:q13.31"
"ZNF284" "19" 44576297 44593766 "protein_coding" "19:q13.31"
"ZNF224" "19" 44598492 44612479 "protein_coding" "19:q13.31"
"ZNF225" "19" 44616334 44637027 "protein_coding" "19:q13.31"
"ZNF234" "19" 44645710 44663156 "protein_coding" "19:q13.31"
"ZNF226" "19" 44669226 44682534 "protein_coding" "19:q13.31"
"ZNF227" "19" 44711700 44741421 "protein_coding" "19:q13.31"
"ZNF235" "19" 44732882 44809199 "protein_coding" "19:q13.31"
"ZNF233" "19" 44754318 44779470 "protein_coding" "19:q13.31"
"ZNF112" "19" 44830708 44871377 "protein_coding" "19:q13.31"
"CTC-512J12.6" "19" 44833848 44905774 "protein_coding" "19:q13.31"
"ZNF285" "19" 44886459 44905774 "protein_coding" "19:q13.31"
"ZNF229" "19" 44921685 44952766 "protein_coding" "19:q13.31"
"ZNF180" "19" 44979854 45004576 "protein_coding" "19:q13.31"
"IGSF23" "19" 45116940 45140081 "protein_coding" "19:q13.31"
"PVR" "19" 45147098 45166850 "protein_coding" "19:q13.31"
"CEACAM19" "19" 45165545 45187631 "protein_coding" "19:q13.31"
"CEACAM16" "19" 45202421 45213986 "protein_coding" "19:q13.32"
"BCL3" "19" 45250962 45263301 "protein_coding" "19:q13.32"
"CBLC" "19" 45281126 45303891 "protein_coding" "19:q13.32"
"BCAM" "19" 45312328 45324673 "protein_coding" "19:q13.32"
"PVRL2" "19" 45349432 45392485 "protein_coding" "19:q13.32"
"TOMM40" "19" 45393826 45406946 "protein_coding" "19:q13.32"
"APOE" "19" 45409011 45412650 "protein_coding" "19:q13.32"
"APOC1" "19" 45417504 45422606 "protein_coding" "19:q13.32"
"APOC4-APOC2" "19" 45445495 45452822 "protein_coding" "19:q13.32"
"APOC4" "19" 45445495 45452820 "protein_coding" "19:q13.32"
"APOC2" "19" 45449243 45452822 "protein_coding" "19:q13.32"
"CTB-129P6.11" "19" 45453301 45457264 "protein_coding" "19:q13.32"
"CLPTM1" "19" 45457842 45496599 "protein_coding" "19:q13.32"
"RELB" "19" 45504688 45541452 "protein_coding" "19:q13.32"
"CLASRP" "19" 45542298 45574214 "protein_coding" "19:q13.32"
"ZNF296" "19" 45574758 45579846 "protein_coding" "19:q13.32"
"GEMIN7" "19" 45582453 45594782 "protein_coding" "19:q13.32"
"MARK4" "19" 45582546 45808541 "protein_coding" "19:q13.32"
"PPP1R37" "19" 45594654 45651335 "protein_coding" "19:q13.32"
"NKPD1" "19" 45653008 45663408 "protein_coding" "19:q13.32"
"TRAPPC6A" "19" 45666186 45681495 "protein_coding" "19:q13.32"
"BLOC1S3" "19" 45682003 45685059 "protein_coding" "19:q13.32"
"AC005779.2" "19" 45683080 45705702 "protein_coding" "19:q13.32"
"AC006126.3" "19" 45690646 45720191 "protein_coding" "19:q13.32"
"EXOC3L2" "19" 45715879 45737469 "protein_coding" "19:q13.32"
"CKM" "19" 45809672 45826235 "protein_coding" "19:q13.32"
"KLC3" "19" 45836692 45854778 "protein_coding" "19:q13.32"
"L47234.1" "19" 45842445 45842639 "protein_coding" "19:q13.32"
"ERCC2" "19" 45853095 45874176 "protein_coding" "19:q13.32"
"PPP1R13L" "19" 45882892 45909607 "protein_coding" "19:q13.32"
"CD3EAP" "19" 45909467 45914024 "protein_coding" "19:q13.32"
"ERCC1" "19" 45910591 45982086 "protein_coding" "19:q13.32"
"FOSB" "19" 45971253 45978437 "protein_coding" "19:q13.32"
"RTN2" "19" 45988547 46000319 "protein_coding" "19:q13.32"
"PPM1N" "19" 45992035 46005768 "protein_coding" "19:q13.32"
"VASP" "19" 46009837 46030241 "protein_coding" "19:q13.32"
"OPA3" "19" 46030685 46105470 "protein_coding" "19:q13.32"
"GPR4" "19" 46093022 46105466 "protein_coding" "19:q13.32"
"EML2" "19" 46110252 46148887 "protein_coding" "19:q13.32"
"AC006132.1" "19" 46144752 46146098 "protein_coding" "19:q13.32"
"GIPR" "19" 46171502 46186982 "protein_coding" "19:q13.32"
"SNRPD2" "19" 46190712 46195827 "protein_coding" "19:q13.32"
"QPCTL" "19" 46195741 46207247 "protein_coding" "19:q13.32"
"FBXO46" "19" 46213887 46234162 "protein_coding" "19:q13.32"
"AC074212.3" "19" 46236509 46267792 "protein_coding" "19:q13.32"
"SIX5" "19" 46268043 46272484 "protein_coding" "19:q13.32"
"DMPK" "19" 46272975 46285810 "protein_coding" "19:q13.32"
"AC011530.4" "19" 46282695 46289231 "protein_coding" "19:q13.32"
"DMWD" "19" 46286205 46296060 "protein_coding" "19:q13.32"
"RSPH6A" "19" 46298968 46318577 "protein_coding" "19:q13.32"
"SYMPK" "19" 46318668 46366548 "protein_coding" "19:q13.32"
"FOXA3" "19" 46367247 46377055 "protein_coding" "19:q13.32"
"IRF2BP1" "19" 46386866 46389376 "protein_coding" "19:q13.32"
"MYPOP" "19" 46393278 46405862 "protein_coding" "19:q13.32"
"NANOS2" "19" 46416475 46418036 "protein_coding" "19:q13.32"
"NOVA2" "19" 46436992 46476804 "protein_coding" "19:q13.32"
"CCDC61" "19" 46498339 46524576 "protein_coding" "19:q13.32"
"PGLYRP1" "19" 46522411 46526323 "protein_coding" "19:q13.32"
"IGFL4" "19" 46543006 46580376 "protein_coding" "19:q13.32"
"IGFL3" "19" 46623328 46627931 "protein_coding" "19:q13.32"
"IGFL2" "19" 46646363 46664556 "protein_coding" "19:q13.32"
"IGFL1" "19" 46733009 46734500 "protein_coding" "19:q13.32"
"HIF3A" "19" 46800303 46846690 "protein_coding" "19:q13.32"
"PPP5C" "19" 46850251 46896238 "protein_coding" "19:q13.32"
"CCDC8" "19" 46913629 46916841 "protein_coding" "19:q13.32"
"PNMAL1" "19" 46969748 46974820 "protein_coding" "19:q13.32"
"PPP5D1" "19" 46984053 47104457 "protein_coding" "19:q13.32"
"PNMAL2" "19" 46990163 46999755 "protein_coding" "19:q13.32"
"AC011484.1" "19" 46997765 46999755 "protein_coding" "19:q13.32"
"AC011551.3" "19" 47050313 47104118 "protein_coding" "19:q13.32"
"CALM3" "19" 47104331 47114050 "protein_coding" "19:q13.32"
"PTGIR" "19" 47123725 47128375 "protein_coding" "19:q13.32"
"GNG8" "19" 47137333 47137942 "protein_coding" "19:q13.32"
"DACT3" "19" 47150869 47164395 "protein_coding" "19:q13.32"
"PRKD2" "19" 47177532 47220384 "protein_coding" "19:q13.32"
"STRN4" "19" 47222764 47250251 "protein_coding" "19:q13.32"
"FKRP" "19" 47249303 47280245 "protein_coding" "19:q13.32"
"SLC1A5" "19" 47278140 47291851 "protein_coding" "19:q13.32"
"AP2S1" "19" 47341393 47354249 "protein_coding" "19:q13.32"
"ARHGAP35" "19" 47421933 47508334 "protein_coding" "19:q13.32"
"NPAS1" "19" 47523077 47549033 "protein_coding" "19:q13.32"
"TMEM160" "19" 47549165 47551888 "protein_coding" "19:q13.32"
"ZC3H4" "19" 47567444 47617009 "protein_coding" "19:q13.32"
"SAE1" "19" 47616531 47713886 "protein_coding" "19:q13.32"
"BBC3" "19" 47724081 47736023 "protein_coding" "19:q13.32"
"CCDC9" "19" 47759237 47775210 "protein_coding" "19:q13.32"
"PRR24" "19" 47778142 47778979 "protein_coding" "19:q13.32"
"C5AR1" "19" 47793280 47825323 "protein_coding" "19:q13.32"
"C5AR2" "19" 47835404 47846606 "protein_coding" "19:q13.32"
"DHX34" "19" 47852538 47885961 "protein_coding" "19:q13.32"
"MEIS3" "19" 47906381 47922780 "protein_coding" "19:q13.32"
"SLC8A2" "19" 47931274 47975425 "protein_coding" "19:q13.32"
"KPTN" "19" 47978401 47987525 "protein_coding" "19:q13.32"
"NAPA" "19" 47990894 48018497 "protein_coding" "19:q13.32"
"ZNF541" "19" 48023942 48059113 "protein_coding" "19:q13.33"
"GLTSCR1" "19" 48111453 48206533 "protein_coding" "19:q13.33"
"EHD2" "19" 48216600 48246391 "protein_coding" "19:q13.33"
"GLTSCR2" "19" 48248779 48260315 "protein_coding" "19:q13.33"
"SEPW1" "19" 48281829 48287943 "protein_coding" "19:q13.33"
"TPRX1" "19" 48304500 48322308 "protein_coding" "19:q13.33"
"CRX" "19" 48322703 48346587 "protein_coding" "19:q13.33"
"TPRX2P" "19" 48337701 48364769 "protein_coding" "19:q13.33"
"SULT2A1" "19" 48373723 48389654 "protein_coding" "19:q13.33"
"BSPH1" "19" 48471303 48495427 "protein_coding" "19:q13.33"
"ELSPBP1" "19" 48497908 48528410 "protein_coding" "19:q13.33"
"CABP5" "19" 48533210 48547310 "protein_coding" "19:q13.33"
"PLA2G4C" "19" 48551100 48614074 "protein_coding" "19:q13.33"
"LIG1" "19" 48618702 48673860 "protein_coding" "19:q13.33"
"C19orf68" "19" 48673949 48700877 "protein_coding" "19:q13.33"
"ZNF114" "19" 48675575 48790865 "protein_coding" "19:q13.33"
"CARD8" "19" 48684027 48759203 "protein_coding" "19:q13.33"
"CCDC114" "19" 48799714 48825151 "protein_coding" "19:q13.33"
"EMP3" "19" 48824766 48833810 "protein_coding" "19:q13.33"
"TMEM143" "19" 48835613 48867494 "protein_coding" "19:q13.33"
"SYNGR4" "19" 48867652 48879633 "protein_coding" "19:q13.33"
"KDELR1" "19" 48885827 48894810 "protein_coding" "19:q13.33"
"GRIN2D" "19" 48898132 48948188 "protein_coding" "19:q13.33"
"GRWD1" "19" 48949030 48960279 "protein_coding" "19:q13.33"
"KCNJ14" "19" 48958766 48969367 "protein_coding" "19:q13.33"
"CTC-273B12.7" "19" 48969094 48975688 "protein_coding" "19:q13.33"
"CYTH2" "19" 48972289 48985571 "protein_coding" "19:q13.33"
"LMTK3" "19" 48988528 49016446 "protein_coding" "19:q13.33"
"SULT2B1" "19" 49055332 49102682 "protein_coding" "19:q13.33"
"FAM83E" "19" 49104067 49118111 "protein_coding" "19:q13.33"
"SPACA4" "19" 49110000 49110970 "protein_coding" "19:q13.33"
"RPL18" "19" 49118585 49122793 "protein_coding" "19:q13.33"
"SPHK2" "19" 49122548 49133974 "protein_coding" "19:q13.33"
"DBP" "19" 49133287 49140695 "protein_coding" "19:q13.33"
"CA11" "19" 49141199 49149569 "protein_coding" "19:q13.33"
"NTN5" "19" 49164664 49176338 "protein_coding" "19:q13.33"
"FUT2" "19" 49199228 49209207 "protein_coding" "19:q13.33"
"MAMSTR" "19" 49215999 49222978 "protein_coding" "19:q13.33"
"RASIP1" "19" 49223844 49243978 "protein_coding" "19:q13.33"
"IZUMO1" "19" 49244109 49250166 "protein_coding" "19:q13.33"
"FUT1" "19" 49251268 49258647 "protein_coding" "19:q13.33"
"FGF21" "19" 49258816 49261587 "protein_coding" "19:q13.33"
"BCAT2" "19" 49298319 49314286 "protein_coding" "19:q13.33"
"HSD17B14" "19" 49316274 49339935 "protein_coding" "19:q13.33"
"PLEKHA4" "19" 49340354 49371889 "protein_coding" "19:q13.33"
"PPP1R15A" "19" 49375649 49379314 "protein_coding" "19:q13.33"
"TULP2" "19" 49384222 49401990 "protein_coding" "19:q13.33"
"NUCB1" "19" 49403307 49426629 "protein_coding" "19:q13.33"
"DHDH" "19" 49436939 49448226 "protein_coding" "19:q13.33"
"BAX" "19" 49458072 49465055 "protein_coding" "19:q13.33"
"FTL" "19" 49468558 49470135 "protein_coding" "19:q13.33"
"GYS1" "19" 49471382 49496567 "protein_coding" "19:q13.33"
"RUVBL2" "19" 49496705 49519252 "protein_coding" "19:q13.33"
"LHB" "19" 49519237 49520338 "protein_coding" "19:q13.33"
"CGB" "19" 49526126 49527590 "protein_coding" "19:q13.33"
"CTB-60B18.6" "19" 49526210 49540152 "protein_coding" "19:q13.33"
"CGB2" "19" 49535169 49536495 "protein_coding" "19:q13.33"
"CGB1" "19" 49538831 49552006 "protein_coding" "19:q13.33"
"CGB5" "19" 49547141 49548568 "protein_coding" "19:q13.33"
"CGB8" "19" 49550895 49552400 "protein_coding" "19:q13.33"
"CGB7" "19" 49557531 49562117 "protein_coding" "19:q13.33"
"NTF4" "19" 49559050 49568333 "protein_coding" "19:q13.33"
"KCNA7" "19" 49570675 49576198 "protein_coding" "19:q13.33"
"SNRNP70" "19" 49588676 49611862 "protein_coding" "19:q13.33"
"LIN7B" "19" 49617581 49621717 "protein_coding" "19:q13.33"
"C19orf73" "19" 49621655 49622397 "protein_coding" "19:q13.33"
"PPFIA3" "19" 49622646 49654283 "protein_coding" "19:q13.33"
"HRC" "19" 49654455 49658681 "protein_coding" "19:q13.33"
"TRPM4" "19" 49660998 49715093 "protein_coding" "19:q13.33"
"SLC6A16" "19" 49792895 49828482 "protein_coding" "19:q13.33"
"CD37" "19" 49838428 49846592 "protein_coding" "19:q13.33"
"TEAD2" "19" 49843852 49865714 "protein_coding" "19:q13.33"
"DKKL1" "19" 49865040 49878373 "protein_coding" "19:q13.33"
"CCDC155" "19" 49891475 49921251 "protein_coding" "19:q13.33"
"PTH2" "19" 49925671 49926698 "protein_coding" "19:q13.33"
"CTD-3148I10.1" "19" 49927006 49932075 "protein_coding" "19:q13.33"
"SLC17A7" "19" 49932658 49945617 "protein_coding" "19:q13.33"
"PIH1D1" "19" 49949555 49956754 "protein_coding" "19:q13.33"
"ALDH16A1" "19" 49956426 49974305 "protein_coding" "19:q13.33"
"CTD-3148I10.9" "19" 49966009 49989488 "protein_coding" "19:q13.33"
"FLT3LG" "19" 49977464 49989488 "protein_coding" "19:q13.33"
"RPL13A" "19" 49990811 49995565 "protein_coding" "19:q13.33"
"RPS11" "19" 49999622 50002946 "protein_coding" "19:q13.33"
"hsa-mir-150" "19" 50003781 50004614 "protein_coding" "19:q13.33"
"FCGRT" "19" 50010073 50029590 "protein_coding" "19:q13.33"
"RCN3" "19" 50030875 50050219 "protein_coding" "19:q13.33"
"NOSIP" "19" 50058968 50093519 "protein_coding" "19:q13.33"
"PRRG2" "19" 50083903 50094272 "protein_coding" "19:q13.33"
"PRR12" "19" 50094900 50129696 "protein_coding" "19:q13.33"
"RRAS" "19" 50138549 50143458 "protein_coding" "19:q13.33"
"SCAF1" "19" 50145382 50161899 "protein_coding" "19:q13.33"
"IRF3" "19" 50162826 50169132 "protein_coding" "19:q13.33"
